"Subject" "Date" "Unique_ID" "Cell_Type" "Contrast_Agent" "Protocol" "Parameter" "Statistic" "Value"
"1323" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "5%" 56.6
"1324" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Area" "95%" 76.7
"1325" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "Mean" 5.48
"1326" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "SD" 1.85
"1327" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "5%" 2.76
"1328" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "Deformation" "95%" 8.83
"1329" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "Mean" 0.94
"1330" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "SD" 0.18
"1331" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "5%" 0.74
"1332" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Control" "E" "95%" 1.29
"1333" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "Mean" 65.9
"1334" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "SD" 5.57
"1335" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "5%" 57.8
"1336" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Area" "95%" 75.6
"1337" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "Mean" 6.2
"1338" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "SD" 1.8
"1339" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "5%" 3.27
"1340" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "Deformation" "95%" 9.29
"1341" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "Mean" 0.88
"1342" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "SD" 0.14
"1343" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "5%" 0.71
"1344" "Philip" "000000" "Philip000000NeutrophilsMagnevist" "Neutrophils" "Magnevist" "Treatment" "E" "95%" 1.14
